label	readme_pattern	capability_key	expected_substr	proof_path	enforce	notes
inj-cut	Public `jev-sec-bench` rows, n=662, cut 0.5, model `jev-1.13.0`	jev-sec-bench	"cut": 0.5	work/nev-differential/DIFF-RECEIPT.json	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run.
inj-model	Public `jev-sec-bench` rows, n=662, cut 0.5, model `jev-1.13.0`	jev-sec-bench	"model": "jev-1.13.0"	work/nev-differential/DIFF-RECEIPT.json	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run.
inj-haiku-arm	Claude Haiku 4.5, official adapter, same questions	jev-sec-bench	"B-anthropic-claude-haiku-4-5": {	work/nev-differential/DIFF-RECEIPT.json	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run. Arm label; its numbers are registered separately.
inj-haiku-fresh-arm	Claude Haiku 4.5, fresh run	jev-sec-bench	haiku 584/662	docs/demos/upstream-repro/jev-sec-bench-w70-20260923.md	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run. Arm label.
inj-prereg-passes	The pre-registered rule passes on this corpus only	jev-sec-bench	"gate4_seat_certified": true	work/nev-differential/DIFF-RECEIPT.json	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run.
seat-benign-passes	A planted benign message passes	seat-guard	test('planted benign passes, never flags'	work/nev-injection/seat-guard.test.mjs	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run.
prereg-37	37 receipts state a preregistered bar	sr-adopt	37 receipts in `docs/demos/upstream-repro/` state a bar sha	docs/demos/upstream-repro/bar-census-20260924.md	yes	README claim registered 2026-09-24 (jev-7t7v, updated for jev-vxx1 closed at ff46ca8). Proof holds the value, not a re-run.
prereg-reused-audited	4 under their original receipt	sr-adopt	| reused prior-run cell, audited under its originating receipt | 4 |	docs/demos/upstream-repro/bar-census-20260924.md	yes	README claim registered 2026-09-24 (jev-7t7v, updated for jev-vxx1 closed at ff46ca8). Proof holds the value, not a re-run.
prereg-injection-cells	among them the grok-4 and Haiku rows in the injection table	sr-adopt	| `rows-A-xai-grok-4.jsonl` | `57d30e9` | `3d65229` |	docs/demos/upstream-repro/bar-census-20260924.md	yes	README claim registered 2026-09-24 (jev-7t7v, updated for jev-vxx1 closed at ff46ca8). Proof holds the value, not a re-run.
prereg-trace-bead	the grok-4 and Haiku rows in the injection table (bead `jev-vxx1`)	sr-adopt	"id":"jev-vxx1"	.beads/issues.jsonl	yes	README claim registered 2026-09-24 (jev-7t7v, updated for jev-vxx1 closed at ff46ca8). Proof holds the value, not a re-run.
prereg-first-add-only	so it does not detect an edit to a bar section made after the rows landed	sr-adopt	Audit that each bar's first commit precedes its rows file's first commit.	work/sr-adopt/audit_bars.py	yes	README claim registered 2026-09-24 (jev-7t7v, updated for jev-vxx1 closed at ff46ca8). Proof holds the value, not a re-run.
prereg-74	across the 74 bar/rows pairs drawn from them every bar was committed before its rows	sr-adopt	| pairs audited, bar first-add precedes rows | 74 |	docs/demos/upstream-repro/bar-census-20260924.md	yes	README claim registered 2026-09-24 (jev-7t7v, updated for jev-vxx1 closed at ff46ca8). Proof holds the value, not a re-run.
prereg-ok-74	`python3 work/sr-adopt/audit_bars.py` prints `ok 74`	sr-adopt	`work/sr-adopt/prereg-pairs.tsv` has 74 pairs. `audit_bars.py` exits 0.	docs/demos/upstream-repro/bar-census-20260924.md	yes	README claim registered 2026-09-24 (jev-7t7v, updated for jev-vxx1 closed at ff46ca8). Proof holds the value, not a re-run.
prereg-reused-traced	4 traced to an earlier bar	sr-adopt	| reused prior-run cell, origin bar found and paired | 4 |	docs/demos/upstream-repro/bar-census-20260924.md	yes	README claim registered 2026-09-24 (jev-7t7v, updated for jev-vxx1 closed at ff46ca8). Proof holds the value, not a re-run.
suites-ci-87	The push run was 98 pass, 0 skip, 0 fail	suites	registered-suites 98 pass 0 skip 0 fail	.beads/issues.jsonl	yes	README claim registered 2026-09-24 (jev-56o4, widened after jev-hjzz closed at 8328ba6 on pane 1's non-author check). Proof holds the value, not a re-run.
suites-ci-plant	went red at 97 pass, 1 fail, naming `scripts/selftest-ttsr-rules.sh`	suites	'RED named scripts/selftest-ttsr-rules.sh'	.beads/issues.jsonl	yes	README claim registered 2026-09-24 (jev-56o4, widened after jev-hjzz closed at 8328ba6 on pane 1's non-author check). Proof holds the value, not a re-run.
suites-skip-never-pass	is a SKIP that names it, never a pass	suites	A missing prerequisite is SKIP, never a pass.	scripts/run-registered-suites.py	yes	README claim registered 2026-09-24 (jev-g4bm closed, non-author pane 1 at f5a044a). Proof holds the value, not a re-run.
suites-prereq-sdk	the TypeSafe SDK, the compaction upstream	suites	return "npm ci --prefix work/sdk"	scripts/run-registered-suites.py	yes	README claim registered 2026-09-24 (jev-g4bm, narrowed for jev-7xjv after CopperHeron's non-author check). Proof holds the value, not a re-run.
suites-prereq-bootstrap	the compaction upstream	suites	return "./scripts/bootstrap-compaction.sh"	scripts/run-registered-suites.py	yes	README claim registered 2026-09-24 (jev-g4bm closed, non-author pane 1 at f5a044a). Proof holds the value, not a re-run.
suites-prereq-uv	the adapter, or `omp`)	suites	return "uv sync --locked --all-extras --directory upstream/typesafe-ai/system-one-adapter-python"	scripts/run-registered-suites.py	yes	README claim registered 2026-09-24 (jev-g4bm, narrowed for jev-7xjv after CopperHeron's non-author check). Proof holds the value, not a re-run.
hold-15min	refuses every further call in that process for 15 minutes and returns reason `billing-hold`	jev-client	export const BILLING_HOLD_MS = 15 * 60 * 1000;	work/jev-client/src/index.ts	yes	README claim registered 2026-09-24 (jev-d3go closed, non-author pane 1). Proof holds the value, not a re-run.
hold-reason	refuses every further call in that process for 15 minutes and returns reason `billing-hold`	jev-client	reason: "billing-hold",	work/jev-client/src/index.ts	yes	README claim registered 2026-09-24 (jev-d3go closed, non-author pane 1). Proof holds the value, not a re-run.
hold-not-429-5xx-transport	a 429, a 5xx or a transport error never starts the hold	jev-client	globalThis.fetch = async () => { thrown += 1; throw new Error('socket hang up after 4020 ms'); };	work/jev-client/test/client.test.mjs	yes	README claim registered 2026-09-24 (jev-d3go closed, non-author pane 1). Proof holds the value, not a re-run. Transport is exercised by the 429/503 test (client.test.mjs:481-487): two thrown socket errors inside the window both return reason transport and both reach the fetch (thrown == 2), so no hold starts. Corrected 2026-09-24: an earlier note said no test exercised transport.
hold-429-test	a 429, a 5xx or a transport error never starts the hold	jev-client	test('a 429 and a 503 do not start a hold	work/jev-client/test/client.test.mjs	yes	README claim registered 2026-09-24 (jev-d3go closed, non-author pane 1). Proof holds the value, not a re-run.
hold-233	a hook called the API 233 times in 4.4 hours (04:19:44Z to 08:42:59Z)	jev-client	233 rows with 402 from 04:19:44Z to 08:42:59Z	.beads/issues.jsonl	yes	README claim registered 2026-09-24 (jev-d3go; span corrected to 4.4 h after CopperHeron's non-author check). Proof holds the value, not a re-run.
suites-87-selected	and every Run: command a [`TESTS.md`](TESTS.md) entry gives for its own path	suites	including rows 'work/oracle-kit/selector-guard.mjs --selftest' and 'githooks/commit-msg-verification-level.sh --selftest'	.beads/issues.jsonl	yes	README claim registered 2026-09-24 (jev-56o4; wording checked by CopperHeron against the runner and workflow at ee6a207). Proof holds the value, not a re-run.
suites-prereq-bun	(`bun`, the TypeSafe SDK	suites	return "bun"	scripts/run-registered-suites.py	yes	README claim registered 2026-09-24 (jev-g4bm, narrowed for jev-7xjv after CopperHeron's non-author check). Proof holds the value, not a re-run.
suites-3-calibration	the live `foundation/run_calibration.py`	suites	    sys.exit("TYPESAFE_API_KEY is not set")	foundation/run_calibration.py	yes	README claim registered 2026-09-24 (jev-56o4; wording checked by CopperHeron against the runner and workflow at ee6a207). Proof holds the value, not a re-run.
suites-upstream-not-run	the five upstream clone suites, which are their projects' own	suites	The upstream suites are correctly stated as not run.	.beads/issues.jsonl	yes	README claim registered 2026-09-24 (jev-56o4; wording checked by CopperHeron against the runner and workflow at ee6a207). Proof holds the value, not a re-run.
suites-gates-selftest-job	`gates.sh --selftest` and `scripts/selftest-lane-status-pipe.sh` run in the gates job	suites	bash foundation/gates.sh --selftest --portable	.github/workflows/gates.yml	yes	README claim registered 2026-09-24 (jev-56o4; wording checked by CopperHeron against the runner and workflow at ee6a207). Proof holds the value, not a re-run.
suites-lane-pipe-job	`gates.sh --selftest` and `scripts/selftest-lane-status-pipe.sh` run in the gates job	suites	scripts/selftest-lane-status-pipe.sh (TESTS.md:150, via stage 80)	.beads/issues.jsonl	yes	README claim registered 2026-09-24 (jev-56o4; wording checked by CopperHeron against the runner and workflow at ee6a207). Proof holds the value, not a re-run.
suites-ttsr-omp	the two TTSR selftests, which run against omp 18.3.0 installed from npm with no key reachable	suites	omp/18.3.0 installed from npm (@oh-my-pi/pi-coding-agent@18.3.0)	.beads/issues.jsonl	yes	README claim registered 2026-09-24 (jev-56o4, widened after jev-hjzz closed at 8328ba6 on pane 1's non-author check). Proof holds the value, not a re-run.
suites-ttsr-scope	the arms for system-wide rules are n/a on the CI runner, which has no `~/.agents/rules`, and every project rule keeps its arms	suites	every project rule keeps its arms	.beads/issues.jsonl	yes	README claim registered 2026-09-24 (jev-56o4, widened after jev-hjzz closed at 8328ba6 on pane 1's non-author check). Proof holds the value, not a re-run.
suites-prereq-omp	the adapter, or `omp`)	suites	echo "SKIP (missing prerequisite: omp, install: bun add -g @oh-my-pi/pi-coding-agent@18.3.0)"	scripts/selftest-ttsr-rules.sh	yes	README claim registered 2026-09-24 (jev-hjzz addendum, CopperHeron via pane 1). Proof holds the value, not a re-run.
suites-bare-8-fail	a suite that exits 8 without that line is a FAIL	suites	# without the line stays a FAIL, so a bare 8 cannot buy a skip.	scripts/run-registered-suites.py	yes	README claim registered 2026-09-24 (jev-hjzz addendum, CopperHeron via pane 1). Proof holds the value, not a re-run.
gate-dog3b-137	among 137 live ones labelled blind	gate-observe	The other 141 are fleet rows in 3 sessions; 4 are probes and are excluded, leaving	docs/demos/upstream-repro/gate-observe-dogfood-3-20260924.md	yes	README claim registered 2026-09-24 (jev-5lgy / readout 3b; corrected after CopperHeron's non-author check of 49e7702). Proof holds the value, not a re-run.
gate-dog3b-recall	flagged all 14 harm commands among 137 live ones labelled blind (Wilson 95% 78.5% to 100%)	gate-observe	| Recall: flagged harm rows / harm rows | **14/14** | 78.5%–100% |	docs/demos/upstream-repro/gate-observe-dogfood-3b-20260924.md	yes	README claim registered 2026-09-24 (jev-5lgy / readout 3b, closed on two non-author checks; supersedes the readout-3 rows). Proof holds the value, not a re-run.
gate-dog3b-prev	all 14 harm commands among 137	gate-observe	| Prevalence of harm | **14/137** (10.2%) |	docs/demos/upstream-repro/gate-observe-dogfood-3b-20260924.md	yes	README claim registered 2026-09-24 (jev-5lgy / readout 3b, closed on two non-author checks; supersedes the readout-3 rows). Proof holds the value, not a re-run.
gate-dog3b-fa	4 of the 123 harmless (Wilson 1.3% to 8.1%)	gate-observe	| False-alarm rate: flagged no-harm rows / no-harm rows | **4/123** (3.3%) | 1.3%–8.1% |	docs/demos/upstream-repro/gate-observe-dogfood-3b-20260924.md	yes	README claim registered 2026-09-24 (jev-5lgy / readout 3b, closed on two non-author checks; supersedes the readout-3 rows). Proof holds the value, not a re-run.
gate-dog3b-shapes	the 14 were two shapes, 5 `git push` and 9 `infisical run`	gate-observe	**Harm rows:** 5 `git push origin main` (clause 2) and 9 `infisical run ... --` (clause 5)	docs/demos/upstream-repro/gate-observe-dogfood-3b-20260924.md	yes	README claim registered 2026-09-24 (jev-5lgy / readout 3b, closed on two non-author checks; supersedes the readout-3 rows). Proof holds the value, not a re-run.
gate-dog3b-labellers	labelled by Anthropic models only	gate-observe	**All four labellers across readouts 3 and 3b are Anthropic models:**	docs/demos/upstream-repro/gate-observe-dogfood-3b-20260924.md	yes	README claim registered 2026-09-24 (jev-5lgy / readout 3b, closed on two non-author checks; supersedes the readout-3 rows). Proof holds the value, not a re-run.
gate-dog3b-window	from 48 minutes of one morning	gate-observe	The 137 live rows run from 03:30:33Z to 04:18:22Z	.beads/issues.jsonl	yes	README claim registered 2026-09-24 (jev-5lgy / readout 3b; corrected after CopperHeron's non-author check of 49e7702). Proof holds the value, not a re-run.
inj-haiku-6-not-9	so the Haiku win rests on 6 pairings, not 9	nev-differential	Jev vs Haiku WIN: **PROVISIONAL** (6/6 present	docs/demos/upstream-repro/injection-variance-20260924.md	yes	README claim re-worded 2026-09-24 after Joshua's directive (AGENTS.md ed8ef13, 'No Anthropic API spend on comparisons'): the Haiku runs the cap refused will not be run. Proof holds the text, not a re-run.
limits-haiku-two-runs	two of Haiku; a third Haiku run was not run (paid comparisons stopped 2026-09-24)	nev-differential	Do not re-run a paid arm a cap or balance refused,	AGENTS.md	yes	README claim re-worded 2026-09-24 after Joshua's second directive (AGENTS.md 1cc7876, 'No paid comparisons'). Proof holds the text, not a re-run.
anthropic-stop-refuses	every paid comparator runner (Anthropic, grok or other xAI, or an OpenRouter id without `:free`) refuses before it creates a client	anthropic-stop	entry, before any provider or client is constructed	work/anthropic-stop/anthropic_stop.py	yes	README claim registered 2026-09-24 (jev-sybt closed on pane 1's non-author check at aa2882d); widened 2026-09-24 to every paid comparator by jev-lbgk. Proof holds the value, not a re-run.
anthropic-stop-message	exits nonzero with `REFUSED: ... no longer runs` quoting the directive	anthropic-stop	each exit 1 with 'REFUSED: ... paid comparator arm and no longer runs', 0 proxy connections, 0 rows written	.beads/issues.jsonl	yes	README claim re-pointed 2026-09-24 after jev-lbgk closed on pane 1's non-author check at 8373173 (every paid comparator refuses in code). Proof holds the value, not a re-run.
anthropic-stop-no-override	and has no override	anthropic-stop	It always raises: there is no override	work/anthropic-stop/anthropic_stop.py	yes	README claim registered 2026-09-24 (jev-sybt closed on pane 1's non-author check at aa2882d). Proof holds the value, not a re-run.
anthropic-stop-test	(`work/anthropic-stop/test_anthropic_stop.py`, run in CI)	anthropic-stop	def test_census_every_paid_naming_file_is_guarded_or_keyless(self):	work/anthropic-stop/test_anthropic_stop.py	yes	README claim registered 2026-09-24 (jev-sybt closed on pane 1's non-author check at aa2882d); widened 2026-09-24 to every paid comparator by jev-lbgk. Proof holds the value, not a re-run.
anthropic-stop-ci	`work/anthropic-stop/test_anthropic_stop.py`, run in CI	anthropic-stop	CI 36062537539 on 8373173: registered-suites success.	.beads/issues.jsonl	yes	README claim re-pointed 2026-09-24 after jev-lbgk closed on pane 1's non-author check at 8373173 (every paid comparator refuses in code). Proof holds the value, not a re-run.
gate-dog4-989	On 989 later fleet commands, labelled blind by two labellers before one live pass of the same hook	gate-observe	fed all 989 rows to the hook's own `observe()` at `jev-1.13.0`	docs/demos/upstream-repro/gate-observe-dogfood-4-20260924.md	yes	README claim registered 2026-09-24 (jev-9afl readout 4; non-author check by ReadmeStrangerRun, bead comment 0b13938). Proof holds the value, not a re-run.
gate-dog4-recall	33 were harm and the gate caught 22 (Wilson 95% 49.6% to 80.2%)	gate-observe	| Recall | **22/33 (49.6-80.2%)** | 14/14 (78.5-100%) |	docs/demos/upstream-repro/gate-observe-dogfood-4-20260924.md	yes	README claim registered 2026-09-24 (jev-9afl readout 4; non-author check by ReadmeStrangerRun, bead comment 0b13938). Proof holds the value, not a re-run.
gate-dog4-fa	with false alarms on 16 of 950	gate-observe	| False-alarm rate | 16/950 (1.0-2.7%) | 4/123 (1.3-8.1%) |	docs/demos/upstream-repro/gate-observe-dogfood-4-20260924.md	yes	README claim registered 2026-09-24 (jev-9afl readout 4; non-author check by ReadmeStrangerRun, bead comment 0b13938). Proof holds the value, not a re-run.
gate-dog4-diff	the drop in recall from 14 of 14 excludes zero (Newcombe 95% -0.504 to -0.079)	gate-observe	The recall difference is -0.333 (Newcombe 95% -0.504 to -0.079)	docs/demos/upstream-repro/gate-observe-dogfood-4-20260924.md	yes	README claim registered 2026-09-24 (jev-9afl readout 4; non-author check by ReadmeStrangerRun, bead comment 0b13938). Proof holds the value, not a re-run.
gate-dog4-push	It caught every `git push` (22 of 22, 17 of them past character 200)	gate-observe	`git push`: **22 of 22 flagged**, including 17 where the push sits past character 200	docs/demos/upstream-repro/gate-observe-dogfood-4-20260924.md	yes	README claim registered 2026-09-24 (jev-9afl readout 4; non-author check by ReadmeStrangerRun, bead comment 0b13938). Proof holds the value, not a re-run.
gate-dog4-workflow	`gh workflow run` 0 of 8	gate-observe	**0 of 8 flagged**	docs/demos/upstream-repro/gate-observe-dogfood-4-20260924.md	yes	README claim registered 2026-09-24 (jev-9afl readout 4; non-author check by ReadmeStrangerRun, bead comment 0b13938). Proof holds the value, not a re-run.
gate-dog4-checkout	`git checkout --` on a tracked file 0 of 2	gate-observe	(harm:1): **0 of 2** (143, 144)	docs/demos/upstream-repro/gate-observe-dogfood-4-20260924.md	yes	README claim registered 2026-09-24 (jev-9afl readout 4; non-author check by ReadmeStrangerRun, bead comment 0b13938). Proof holds the value, not a re-run.
gate-dog4-limits	one day of this repo's traffic in 8 sessions, labelled by Anthropic models only	gate-observe	NO-CLAIM: this is one day of this repo's own agent traffic (8 sessions), labelled by Anthropic	docs/demos/upstream-repro/gate-observe-dogfood-4-20260924.md	yes	README claim registered 2026-09-24 (jev-9afl readout 4; non-author check by ReadmeStrangerRun, bead comment 0b13938). Proof holds the value, not a re-run.
gate-dog4-correlated	so they are correlated, not 8 independent draws	gate-observe	stretch, so they are correlated, not 8 independent draws.	docs/demos/upstream-repro/gate-observe-dogfood-4-20260924.md	yes	README claim registered 2026-09-24 (jev-9afl readout 4; non-author check by ReadmeStrangerRun, bead comment 0b13938). Proof holds the value, not a re-run.
gate-dog4-verified	A held-out set disagrees with that morning's perfect recall	gate-observe	Non-author check (ReadmeStrangerRun; I did not author readout 4	.beads/issues.jsonl	yes	README claim registered 2026-09-24 (jev-9afl readout 4; non-author check by ReadmeStrangerRun, bead comment 0b13938). Proof holds the value, not a re-run.
rerank-bm25-ndcg	from BM25's 0.6762 to 0.7623, 0.7641 and 0.7637	rerank-scifact	| BM25 order | 0.6762 | 0.8013 | | | |	docs/demos/upstream-repro/rerank-beir-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-nssg closed at 336eb30; pane 1 recomputed nDCG and Recall without score.py). Proof holds the value, not a re-run.
rerank-jev-1	from BM25's 0.6762 to 0.7623, 0.7641 and 0.7637	rerank-scifact	| **jev** | **0.7623** | **0.8421** |	docs/demos/upstream-repro/rerank-beir-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-nssg closed at 336eb30; pane 1 recomputed nDCG and Recall without score.py). Proof holds the value, not a re-run.
rerank-jev-2	from BM25's 0.6762 to 0.7623, 0.7641 and 0.7637	rerank-scifact	| **jev-run2** | **0.7641** | **0.8421** |	docs/demos/upstream-repro/rerank-beir-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-nssg closed at 336eb30; pane 1 recomputed nDCG and Recall without score.py). Proof holds the value, not a re-run.
rerank-jev-3	from BM25's 0.6762 to 0.7623, 0.7641 and 0.7637	rerank-scifact	| **jev-run3** | **0.7637** | **0.8421** |	docs/demos/upstream-repro/rerank-beir-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-nssg closed at 336eb30; pane 1 recomputed nDCG and Recall without score.py). Proof holds the value, not a re-run.
rerank-runs	three runs of 6,000 calls each, with 0 failed	rerank-scifact	| jev-run3 | 15:17:24 to 15:18:35 | 6000/6000 | 0 |	docs/demos/upstream-repro/rerank-beir-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-nssg closed at 336eb30; pane 1 recomputed nDCG and Recall without score.py). Proof holds the value, not a re-run.
rerank-win-3	a win in all three (lowest interval bound +0.0616)	rerank-scifact	+0.0862 [+0.0616, +0.1117] WIN	docs/demos/upstream-repro/rerank-beir-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-nssg closed at 336eb30; pane 1 recomputed nDCG and Recall without score.py). Proof holds the value, not a re-run.
rerank-win-3-stands	a win in all three (lowest interval bound +0.0616)	rerank-scifact	**WIN STANDS 3/3**	docs/demos/upstream-repro/rerank-beir-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-nssg closed at 336eb30; pane 1 recomputed nDCG and Recall without score.py). Proof holds the value, not a re-run.
rerank-recall	and Recall@10 from 0.8013 to 0.8421	rerank-scifact	| Recall@10 | +0.0408 [+0.0215, +0.0628] WIN (17/0/283)	docs/demos/upstream-repro/rerank-beir-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-nssg closed at 336eb30; pane 1 recomputed nDCG and Recall without score.py). Proof holds the value, not a re-run.
rerank-grok-9	Jev won nDCG@10 and Recall@10 in all 9 pairings	rerank-scifact	- nDCG@10: WIN in all 9.	docs/demos/upstream-repro/rerank-beir-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-nssg closed at 336eb30; pane 1 recomputed nDCG and Recall without score.py). Proof holds the value, not a re-run.
rerank-grok-9-recall	Jev won nDCG@10 and Recall@10 in all 9 pairings	rerank-scifact	- Recall@10: WIN in all 9.	docs/demos/upstream-repro/rerank-beir-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-nssg closed at 336eb30; pane 1 recomputed nDCG and Recall without score.py). Proof holds the value, not a re-run.
rerank-spend	All 18,000 Jev calls cost $0.597	rerank-scifact	Three arms: 14,216,811 input tokens across 18,000 calls, **$0.597**.	docs/demos/upstream-repro/rerank-beir-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-nssg closed at 336eb30; pane 1 recomputed nDCG and Recall without score.py). Proof holds the value, not a re-run.
rerank-300	For each of the 300 BEIR SciFact test queries, BM25 returns 20 candidate abstracts	rerank-scifact	- One public benchmark: BEIR SciFact, 300 queries, a BM25 top-20 shortlist.	docs/demos/upstream-repro/rerank-beir-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-nssg closed at 336eb30; pane 1 recomputed nDCG and Recall without score.py). Proof holds the value, not a re-run.
compact-hook-yields	It only reports what Jev would keep; omp's own summarizer still decides	compaction	the handler only ever yields (`undefined`), which leaves omp's own summarizer in charge.	.omp/hooks/pre/jev-compact.ts	yes	README claim registered 2026-09-24 (jev-x86y, jev-jec6, jev-al06, jev-5720 closed on pane 1's non-author checks; R99, R100). Proof holds the value, not a re-run.
compact-bar	The first asked only that the tool results a later turn needs be kept verbatim with a Wilson 95% lower bound of at least 0.80	compaction	Compaction would be safe to	docs/demos/upstream-repro/compaction-need-20260924.md	yes	README claim registered 2026-09-24 (jev-x86y, jev-jec6, jev-al06, jev-5720; bars per study and AUCs per set after CopperHeron's non-author check of eea8f4d). Proof holds the value, not a re-run.
compact-5-sessions	On 5 real omp sessions, with the needed results labelled blind by two labellers	compaction	**NO-CLAIM.** Five sessions now, not six.	docs/demos/upstream-repro/compaction-need-20260924.md	yes	README claim registered 2026-09-24 (jev-x86y, jev-jec6, jev-al06, jev-5720; bars per study and AUCs per set after CopperHeron's non-author check of eea8f4d). Proof holds the value, not a re-run.
compact-c0-0of32	the default keep cut of 0.5 kept 0 of 32 (Wilson 0.000 to 0.107)	compaction	| **result kept verbatim (primary)** | **0/32** | 0.000–0.107 |	docs/demos/upstream-repro/compaction-need-20260924.md	yes	README claim registered 2026-09-24 (jev-x86y, jev-jec6, jev-al06, jev-5720; bars per study and AUCs per set after CopperHeron's non-author check of eea8f4d). Proof holds the value, not a re-run.
compact-4-sessions	On 4 fresh sessions, a lower cut of 0.15	compaction	**NO-CLAIM.** Four sessions, not six.	docs/demos/upstream-repro/compaction-keep-20260924.md	yes	README claim registered 2026-09-24 (jev-x86y, jev-jec6, jev-al06, jev-5720 closed on pane 1's non-author checks; R99, R100). Proof holds the value, not a re-run.
compact-c1	a lower cut of 0.15 kept 25 of 30 needed results but dropped only 40% of the rest	compaction	| C1 lower cut, `keepResult ≥ 0.15` | **25/30** | 0.664–0.927 | 34/85 (40%) |	docs/demos/upstream-repro/compaction-keep-20260924.md	yes	README claim registered 2026-09-24 (jev-x86y, jev-jec6, jev-al06, jev-5720; bars per study and AUCs per set after CopperHeron's non-author check of eea8f4d). Proof holds the value, not a re-run.
compact-c2	a reworded keep question kept 6 of 30	compaction	| C2 reworded, `need ≥ 0.5` | 6/30 |	docs/demos/upstream-repro/compaction-keep-20260924.md	yes	README claim registered 2026-09-24 (jev-x86y, jev-jec6, jev-al06, jev-5720 closed on pane 1's non-author checks; R99, R100). Proof holds the value, not a re-run.
compact-no-cut	no cut that drops half the rest keeps the needed-kept lower bound above 0.674	compaction	at every cut that drops at least half the not-needed calls, the lower bound tops out at 0.674;	NEGATIVE_EVIDENCE.md	yes	README claim registered 2026-09-24 (jev-x86y, jev-jec6, jev-al06, jev-5720; bars per study and AUCs per set after CopperHeron's non-author check of eea8f4d). Proof holds the value, not a re-run.
compact-heldout-not-run	so the held-out test was not run	compaction	Pane 1 closed `jev-5720` as NOT RUN	NEGATIVE_EVIDENCE.md	yes	README claim registered 2026-09-24 (jev-x86y, jev-jec6, jev-al06, jev-5720 closed on pane 1's non-author checks; R99, R100). Proof holds the value, not a re-run.
compact-excluded	one sampled session was excluded for license-rider content	compaction	## Amendment A1: session `01a0c085` excluded	docs/demos/upstream-repro/compaction-need-20260924.md	yes	README claim registered 2026-09-24 (jev-x86y, jev-jec6, jev-al06, jev-5720 closed on pane 1's non-author checks; R99, R100). Proof holds the value, not a re-run.
compact-anthropic	labelled by Anthropic models only	compaction	Both labellers were Anthropic subagents that pane 1 spawned	docs/demos/upstream-repro/compaction-need-20260924.md	yes	README claim registered 2026-09-24 (jev-x86y, jev-jec6, jev-al06, jev-5720 closed on pane 1's non-author checks; R99, R100). Proof holds the value, not a re-run.
compact-bar-second	The second added that at least half of the other results be dropped	compaction	- **(b)** at least **50%** of not-needed results are not kept (point estimate), so keeping everything	docs/demos/upstream-repro/compaction-keep-20260924.md	yes	README claim registered 2026-09-24 (jev-x86y, jev-jec6, jev-al06, jev-5720; bars per study and AUCs per set after CopperHeron's non-author check of eea8f4d). Proof holds the value, not a re-run.
paid-stop-rule	a comparator is a free OpenRouter model (a `:free` id) or nothing	paid-stop	- **A comparator is a free OpenRouter model (`:free` id) or nothing.**	AGENTS.md	yes	README claim re-worded 2026-09-24 after Joshua's second directive (AGENTS.md 1cc7876, 'No paid comparisons'). Proof holds the text, not a re-run.
paid-stop-scope	so no Anthropic model, no grok or other xAI model, and no paid OpenRouter model	paid-stop	or other), no grok or other xAI model, no paid OpenRouter model (`gpt-5-nano`,	AGENTS.md	yes	README claim re-worded 2026-09-24 after Joshua's second directive (AGENTS.md 1cc7876, 'No paid comparisons'). Proof holds the text, not a re-run.
paid-stop-dots	The only free comparator that meets the feasibility bar today is `dots-studio/dots-3-note-preview:free`	paid-stop	feasibility bar; `nex-agi/nex-n2.5-mini:free` and `liquid/lfm-2.5-2.6b:free` meet the >=49/50	AGENTS.md	yes	README claim re-worded 2026-09-24 after Joshua's second directive (AGENTS.md 1cc7876, 'No paid comparisons'). Proof holds the text, not a re-run.
paid-stop-dots-50	which answered 50 of 50 with no zero-mass answers at $0	paid-stop	| `dots-studio/dots-3-note-preview:free` | 50/50 | 0 | 0 |	docs/demos/upstream-repro/openrouter-free-feasibility-2-20260924.md	yes	README claim re-worded 2026-09-24 after Joshua's second directive (AGENTS.md 1cc7876, 'No paid comparisons'). Proof holds the text, not a re-run.
paid-stop-anthropic-code	The stop is also in code	paid-stop	':free' OpenRouter arms, and the keyless scorers never refuse	work/anthropic-stop/anthropic_stop.py	yes	README claim re-worded 2026-09-24 after Joshua's second directive (AGENTS.md 1cc7876, 'No paid comparisons'); widened from Anthropic-only by jev-lbgk. Proof holds the text, not a re-run.
